Gender;Age;AgeGroup;Education;City;Country;SubjectCode;Score;GivenScore;Stimulus;Prefix;WordType;CorpusFrequency
female;14;child;school;Izhevsk;Russia;BY;two;2;obytovit;o;marginal;3
male;14;child;school;Izhevsk;Russia;BZ;two;2;obytovit;o;marginal;3
female;14;child;school;Izhevsk;Russia;BQ;one;1;obytovit;o;marginal;3
male;15;child;school;Izhevsk;Russia;CA;one;1;obytovit;o;marginal;3
female;15;child;school;Izhevsk;Russia;CB;one;1;obytovit;o;marginal;3
female;15;child;school;Izhevsk;Russia;CC;three;3;obytovit;o;marginal;3
female;14;child;school;Izhevsk;Russia;CD;one;1;obytovit;o;marginal;3
male;15;child;school;Izhevsk;Russia;CE;one;1;obytovit;o;marginal;3
female;14;child;school;Izhevsk;Russia;CF;three;3;obytovit;o;marginal;3
male;15;child;school;Izhevsk;Russia;CG;one;1;obytovit;o;marginal;3
male;14;child;school;Izhevsk;Russia;CH;one;1;obytovit;o;marginal;3
female;14;child;school;Izhevsk;Russia;CI;three;3;obytovit;o;marginal;3
female;15;child;school;Izhevsk;Russia;CJ;one;1;obytovit;o;marginal;3
male;14;child;school;Izhevsk;Russia;CK;one;1;obytovit;o;marginal;3
female;15;child;school;Izhevsk;Russia;CL;two;2;obytovit;o;marginal;3
female;15;child;school;Izhevsk;Russia;CM;two;2;obytovit;o;marginal;3
male;14;child;school;Izhevsk;Russia;CN;two;2;obytovit;o;marginal;3
male;14;child;school;Izhevsk;Russia;CO;three;3;obytovit;o;marginal;3
male;15;child;school;Izhevsk;Russia;CP;two;2;obytovit;o;marginal;3
male;15;child;school;Izhevsk;Russia;CU;one;1;obytovit;o;marginal;3
female;15;child;school;Izhevsk;Russia;CR;three;3;obytovit;o;marginal;3
female;14;child;school;Izhevsk;Russia;CS;one;1;obytovit;o;marginal;3
female;15;child;school;Izhevsk;Russia;CT;two;2;obytovit;o;marginal;3
female;14;child;school;Izhevsk;Russia;CW;two;2;obytovit;o;marginal;3
female;14;child;school;Izhevsk;Russia;CY;one;1;obytovit;o;marginal;3
female;16;child;school;Izhevsk;Russia;AA;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AB;four;4;uplotnit;u;standard;201
male;16;child;school;Izhevsk;Russia;AC;five;5;uplotnit;u;standard;201
male;17;child;school;Izhevsk;Russia;AD;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AE;five;5;uplotnit;u;standard;201
female;17;child;school;Izhevsk;Russia;AF;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AG;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AH;five;5;uplotnit;u;standard;201
female;17;child;school;Izhevsk;Russia;AI;five;5;uplotnit;u;standard;201
female;17;child;school;Izhevsk;Russia;AJ;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AK;five;5;uplotnit;u;standard;201
male;16;child;school;Izhevsk;Russia;AL;four;4;uplotnit;u;standard;201
male;17;child;school;Izhevsk;Russia;AM;five;5;uplotnit;u;standard;201
male;16;child;school;Izhevsk;Russia;AN;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AO;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AP;five;5;uplotnit;u;standard;201
male;17;child;school;Izhevsk;Russia;AU;five;5;uplotnit;u;standard;201
female;17;child;school;Izhevsk;Russia;AR;five;5;uplotnit;u;standard;201
male;16;child;school;Izhevsk;Russia;AS;five;5;uplotnit;u;standard;201
male;17;child;school;Izhevsk;Russia;AT;four;4;uplotnit;u;standard;201
male;17;child;school;Izhevsk;Russia;AW;four;4;uplotnit;u;standard;201
male;16;child;school;Izhevsk;Russia;AY;five;5;uplotnit;u;standard;201
female;17;child;school;Izhevsk;Russia;AZ;five;5;uplotnit;u;standard;201
female;17;child;school;Izhevsk;Russia;AQ;five;5;uplotnit;u;standard;201
male;17;child;school;Izhevsk;Russia;BA;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;BB;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;BC;five;5;uplotnit;u;standard;201
male;16;child;school;Izhevsk;Russia;BD;five;5;uplotnit;u;standard;201
male;17;child;school;Izhevsk;Russia;BE;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;BF;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;BG;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;BH;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;BI;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;BJ;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;BK;five;5;uplotnit;u;standard;201
male;14;child;school;Izhevsk;Russia;BL;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;BM;five;5;uplotnit;u;standard;201
male;14;child;school;Izhevsk;Russia;BN;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;BO;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;BP;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;BU;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;BR;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;BS;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;BT;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;BW;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;BY;five;5;uplotnit;u;standard;201
male;14;child;school;Izhevsk;Russia;BZ;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;BQ;four;4;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;CA;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;CB;four;4;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;CC;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;CD;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;CE;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;CF;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;CG;five;5;uplotnit;u;standard;201
male;14;child;school;Izhevsk;Russia;CH;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;CI;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;CJ;five;5;uplotnit;u;standard;201
male;14;child;school;Izhevsk;Russia;CK;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;CL;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;CM;five;5;uplotnit;u;standard;201
male;14;child;school;Izhevsk;Russia;CN;five;5;uplotnit;u;standard;201
male;14;child;school;Izhevsk;Russia;CO;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;CP;five;5;uplotnit;u;standard;201
male;15;child;school;Izhevsk;Russia;CU;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;CR;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;CS;five;5;uplotnit;u;standard;201
female;15;child;school;Izhevsk;Russia;CT;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;CW;five;5;uplotnit;u;standard;201
female;14;child;school;Izhevsk;Russia;CY;five;5;uplotnit;u;standard;201
female;16;child;school;Izhevsk;Russia;AA;one;1;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AB;two;2;unokrit;u;nonce;0
male;16;child;school;Izhevsk;Russia;AC;two;2;unokrit;u;nonce;0
male;17;child;school;Izhevsk;Russia;AD;one;1;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AE;two;2;unokrit;u;nonce;0
female;17;child;school;Izhevsk;Russia;AF;one;1;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AG;one;1;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AH;one;1;unokrit;u;nonce;0
female;17;child;school;Izhevsk;Russia;AI;one;1;unokrit;u;nonce;0
female;17;child;school;Izhevsk;Russia;AJ;three;3;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AK;three;3;unokrit;u;nonce;0
male;16;child;school;Izhevsk;Russia;AL;one;1;unokrit;u;nonce;0
male;17;child;school;Izhevsk;Russia;AM;one;1;unokrit;u;nonce;0
male;16;child;school;Izhevsk;Russia;AN;one;1;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AO;one;1;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AP;one;1;unokrit;u;nonce;0
male;17;child;school;Izhevsk;Russia;AU;one;1;unokrit;u;nonce;0
female;17;child;school;Izhevsk;Russia;AR;two;2;unokrit;u;nonce;0
male;16;child;school;Izhevsk;Russia;AS;one;1;unokrit;u;nonce;0
male;17;child;school;Izhevsk;Russia;AT;one;1;unokrit;u;nonce;0
male;17;child;school;Izhevsk;Russia;AW;three;3;unokrit;u;nonce;0
male;16;child;school;Izhevsk;Russia;AY;one;1;unokrit;u;nonce;0
female;17;child;school;Izhevsk;Russia;AZ;one;1;unokrit;u;nonce;0
female;17;child;school;Izhevsk;Russia;AQ;two;2;unokrit;u;nonce;0
male;17;child;school;Izhevsk;Russia;BA;two;2;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;BB;two;2;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;BC;two;2;unokrit;u;nonce;0
male;16;child;school;Izhevsk;Russia;BD;two;2;unokrit;u;nonce;0
male;17;child;school;Izhevsk;Russia;BE;one;1;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;BF;three;3;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;BG;two;2;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;BH;two;2;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;BI;one;1;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;BJ;three;3;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;BK;three;3;unokrit;u;nonce;0
male;14;child;school;Izhevsk;Russia;BL;one;1;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;BM;one;1;unokrit;u;nonce;0
male;14;child;school;Izhevsk;Russia;BN;one;1;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;BO;two;2;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;BP;one;1;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;BU;one;1;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;BR;one;1;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;BS;one;1;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;BT;one;1;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;BW;four;4;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;BY;one;1;unokrit;u;nonce;0
male;14;child;school;Izhevsk;Russia;BZ;one;1;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;BQ;one;1;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;CA;one;1;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;CB;one;1;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;CC;one;1;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;CD;one;1;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;CE;one;1;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;CF;three;3;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;CG;one;1;unokrit;u;nonce;0
male;14;child;school;Izhevsk;Russia;CH;two;2;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;CI;one;1;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;CJ;one;1;unokrit;u;nonce;0
male;14;child;school;Izhevsk;Russia;CK;one;1;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;CL;three;3;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;CM;one;1;unokrit;u;nonce;0
male;14;child;school;Izhevsk;Russia;CN;two;2;unokrit;u;nonce;0
male;14;child;school;Izhevsk;Russia;CO;two;2;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;CP;two;2;unokrit;u;nonce;0
male;15;child;school;Izhevsk;Russia;CU;one;1;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;CR;one;1;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;CS;one;1;unokrit;u;nonce;0
female;15;child;school;Izhevsk;Russia;CT;two;2;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;CW;two;2;unokrit;u;nonce;0
female;14;child;school;Izhevsk;Russia;CY;one;1;unokrit;u;nonce;0
female;16;child;school;Izhevsk;Russia;AA;three;3;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AB;three;3;oprilichit;o;marginal;1
male;16;child;school;Izhevsk;Russia;AC;two;2;oprilichit;o;marginal;1
male;17;child;school;Izhevsk;Russia;AD;three;3;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AE;three;3;oprilichit;o;marginal;1
female;17;child;school;Izhevsk;Russia;AF;three;3;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AG;five;5;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AH;two;2;oprilichit;o;marginal;1
female;17;child;school;Izhevsk;Russia;AI;four;4;oprilichit;o;marginal;1
female;17;child;school;Izhevsk;Russia;AJ;four;4;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AK;three;3;oprilichit;o;marginal;1
male;16;child;school;Izhevsk;Russia;AL;three;3;oprilichit;o;marginal;1
male;17;child;school;Izhevsk;Russia;AM;three;3;oprilichit;o;marginal;1
male;16;child;school;Izhevsk;Russia;AN;four;4;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AO;three;3;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AP;three;3;oprilichit;o;marginal;1
male;17;child;school;Izhevsk;Russia;AU;four;4;oprilichit;o;marginal;1
female;17;child;school;Izhevsk;Russia;AR;five;5;oprilichit;o;marginal;1
male;16;child;school;Izhevsk;Russia;AS;four;4;oprilichit;o;marginal;1
male;17;child;school;Izhevsk;Russia;AT;four;4;oprilichit;o;marginal;1
male;17;child;school;Izhevsk;Russia;AW;one;1;oprilichit;o;marginal;1
male;16;child;school;Izhevsk;Russia;AY;two;2;oprilichit;o;marginal;1
female;17;child;school;Izhevsk;Russia;AZ;two;2;oprilichit;o;marginal;1
female;17;child;school;Izhevsk;Russia;AQ;three;3;oprilichit;o;marginal;1
male;17;child;school;Izhevsk;Russia;BA;two;2;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;BB;four;4;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;BC;one;1;oprilichit;o;marginal;1
male;16;child;school;Izhevsk;Russia;BD;five;5;oprilichit;o;marginal;1
male;17;child;school;Izhevsk;Russia;BE;four;4;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;BF;five;5;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;BG;four;4;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;BH;four;4;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;BI;four;4;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;BJ;four;4;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;BK;three;3;oprilichit;o;marginal;1
male;14;child;school;Izhevsk;Russia;BL;four;4;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;BM;three;3;oprilichit;o;marginal;1
male;14;child;school;Izhevsk;Russia;BN;five;5;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;BO;three;3;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;BP;two;2;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;BU;one;1;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;BR;one;1;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;BS;two;2;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;BT;three;3;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;BW;five;5;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;BY;two;2;oprilichit;o;marginal;1
male;14;child;school;Izhevsk;Russia;BZ;five;5;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;BQ;three;3;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;CA;one;1;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;CB;one;1;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;CC;two;2;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;CD;two;2;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;CE;one;1;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;CF;one;1;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;CG;five;5;oprilichit;o;marginal;1
male;14;child;school;Izhevsk;Russia;CH;two;2;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;CI;four;4;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;CJ;two;2;oprilichit;o;marginal;1
male;14;child;school;Izhevsk;Russia;CK;two;2;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;CL;two;2;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;CM;three;3;oprilichit;o;marginal;1
male;14;child;school;Izhevsk;Russia;CN;two;2;oprilichit;o;marginal;1
male;14;child;school;Izhevsk;Russia;CO;three;3;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;CP;one;1;oprilichit;o;marginal;1
male;15;child;school;Izhevsk;Russia;CU;three;3;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;CR;three;3;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;CS;four;4;oprilichit;o;marginal;1
female;15;child;school;Izhevsk;Russia;CT;one;1;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;CW;three;3;oprilichit;o;marginal;1
female;14;child;school;Izhevsk;Russia;CY;two;2;oprilichit;o;marginal;1
female;16;child;school;Izhevsk;Russia;AA;three;3;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AB;four;4;userjeznit;u;marginal;1
male;16;child;school;Izhevsk;Russia;AC;two;2;userjeznit;u;marginal;1
male;17;child;school;Izhevsk;Russia;AD;four;4;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AE;one;1;userjeznit;u;marginal;1
female;17;child;school;Izhevsk;Russia;AF;three;3;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AG;two;2;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AH;three;3;userjeznit;u;marginal;1
female;17;child;school;Izhevsk;Russia;AI;four;4;userjeznit;u;marginal;1
female;17;child;school;Izhevsk;Russia;AJ;four;4;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AK;one;1;userjeznit;u;marginal;1
male;16;child;school;Izhevsk;Russia;AL;three;3;userjeznit;u;marginal;1
male;17;child;school;Izhevsk;Russia;AM;three;3;userjeznit;u;marginal;1
male;16;child;school;Izhevsk;Russia;AN;three;3;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AO;one;1;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AP;two;2;userjeznit;u;marginal;1
male;17;child;school;Izhevsk;Russia;AU;five;5;userjeznit;u;marginal;1
female;17;child;school;Izhevsk;Russia;AR;one;1;userjeznit;u;marginal;1
male;16;child;school;Izhevsk;Russia;AS;two;2;userjeznit;u;marginal;1
male;17;child;school;Izhevsk;Russia;AT;two;2;userjeznit;u;marginal;1
male;17;child;school;Izhevsk;Russia;AW;one;1;userjeznit;u;marginal;1
male;16;child;school;Izhevsk;Russia;AY;two;2;userjeznit;u;marginal;1
female;17;child;school;Izhevsk;Russia;AZ;one;1;userjeznit;u;marginal;1
female;17;child;school;Izhevsk;Russia;AQ;one;1;userjeznit;u;marginal;1
male;17;child;school;Izhevsk;Russia;BA;four;4;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;BB;three;3;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;BC;one;1;userjeznit;u;marginal;1
male;16;child;school;Izhevsk;Russia;BD;five;5;userjeznit;u;marginal;1
male;17;child;school;Izhevsk;Russia;BE;two;2;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;BF;one;1;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;BG;three;3;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;BH;two;2;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;BI;one;1;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;BJ;one;1;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;BK;four;4;userjeznit;u;marginal;1
male;14;child;school;Izhevsk;Russia;BL;four;4;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;BM;one;1;userjeznit;u;marginal;1
male;14;child;school;Izhevsk;Russia;BN;one;1;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;BO;three;3;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;BP;three;3;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;BU;one;1;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;BR;one;1;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;BS;three;3;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;BT;three;3;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;BW;five;5;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;BY;two;2;userjeznit;u;marginal;1
male;14;child;school;Izhevsk;Russia;BZ;two;2;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;BQ;one;1;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;CA;one;1;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;CB;one;1;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;CC;one;1;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;CD;two;2;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;CE;one;1;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;CF;three;3;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;CG;one;1;userjeznit;u;marginal;1
male;14;child;school;Izhevsk;Russia;CH;one;1;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;CI;four;4;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;CJ;one;1;userjeznit;u;marginal;1
male;14;child;school;Izhevsk;Russia;CK;three;3;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;CL;two;2;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;CM;two;2;userjeznit;u;marginal;1
male;14;child;school;Izhevsk;Russia;CN;one;1;userjeznit;u;marginal;1
male;14;child;school;Izhevsk;Russia;CO;four;4;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;CP;one;1;userjeznit;u;marginal;1
male;15;child;school;Izhevsk;Russia;CU;two;2;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;CR;three;3;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;CS;one;1;userjeznit;u;marginal;1
female;15;child;school;Izhevsk;Russia;CT;one;1;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;CW;one;1;userjeznit;u;marginal;1
female;14;child;school;Izhevsk;Russia;CY;one;1;userjeznit;u;marginal;1
female;16;child;school;Izhevsk;Russia;AA;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;AB;five;5;umenshit;u;standard;2010
male;16;child;school;Izhevsk;Russia;AC;five;5;umenshit;u;standard;2010
male;17;child;school;Izhevsk;Russia;AD;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;AE;five;5;umenshit;u;standard;2010
female;17;child;school;Izhevsk;Russia;AF;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;AG;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;AH;five;5;umenshit;u;standard;2010
female;17;child;school;Izhevsk;Russia;AI;five;5;umenshit;u;standard;2010
female;17;child;school;Izhevsk;Russia;AJ;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;AK;five;5;umenshit;u;standard;2010
male;16;child;school;Izhevsk;Russia;AL;five;5;umenshit;u;standard;2010
male;17;child;school;Izhevsk;Russia;AM;five;5;umenshit;u;standard;2010
male;16;child;school;Izhevsk;Russia;AN;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;AO;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;AP;five;5;umenshit;u;standard;2010
male;17;child;school;Izhevsk;Russia;AU;five;5;umenshit;u;standard;2010
female;17;child;school;Izhevsk;Russia;AR;five;5;umenshit;u;standard;2010
male;16;child;school;Izhevsk;Russia;AS;five;5;umenshit;u;standard;2010
male;17;child;school;Izhevsk;Russia;AT;five;5;umenshit;u;standard;2010
male;17;child;school;Izhevsk;Russia;AW;five;5;umenshit;u;standard;2010
male;16;child;school;Izhevsk;Russia;AY;five;5;umenshit;u;standard;2010
female;17;child;school;Izhevsk;Russia;AZ;five;5;umenshit;u;standard;2010
female;17;child;school;Izhevsk;Russia;AQ;five;5;umenshit;u;standard;2010
male;17;child;school;Izhevsk;Russia;BA;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;BB;five;5;umenshit;u;standard;2010
female;16;child;school;Izhevsk;Russia;BC;five;5;umenshit;u;standard;2010
male;16;child;school;Izhevsk;Russia;BD;five;5;umenshit;u;standard;2010
male;17;child;school;Izhevsk;Russia;BE;five;5;umenshit;u;standard;2010
male;15;child;school;Izhevsk;Russia;BF;five;5;umenshit;u;standard;2010
female;14;child;school;Izhevsk;Russia;BG;five;5;umenshit;u;standard;2010
female;15;child;school;Izhevsk;Russia;BH;five;5;umenshit;u;standard;2010
female;14;child;school;Izhevsk;Russia;BI;five;5;umenshit;u;standard;2010
female;14;child;school;Izhevsk;Russia;BJ;five;5;umenshit;u;standard;2010
male;15;child;school;Izhevsk;Russia;BK;five;5;umenshit;u;standard;2010
male;14;child;school;Izhevsk;Russia;BL;five;5;umenshit;u;standard;2010
male;15;child;school;Izhevsk;Russia;BM;five;5;umenshit;u;standard;2010
male;14;child;school;Izhevsk;Russia;BN;five;5;umenshit;u;standard;2010
male;15;child;school;Izhevsk;Russia;BO;five;5;umenshit;u;standard;2010
female;15;child;school;Izhevsk;Russia;BP;five;5;umenshit;u;standard;2010
female;14;child;school;Izhevsk;Russia;BU;five;5;umenshit;u;standard;2010
male;15;child;school;Izhevsk;Russia;BR;five;5;umenshit;u;standard;2010
male;15;child;school;Izhevsk;Russia;BS;five;5;umenshit;u;standard;2010
female;14;child;school;Izhevsk;Russia;BT;five;5;umenshit;u;standard;2010
female;15;child;school;Izhevsk;Russia;BW;five;5;umenshit;u;standard;2010
female;14;child;school;Izhevsk;Russia;BY;five;5;umenshit;u;standard;2010
male;14;child;school;Izhevsk;Russia;BZ;five;5;umenshit;u;standard;2010
